31/07/55553,29186.01000000
26/04/55556,29193.64000000
21/01/55559,29113.99000000
17/10/55561,29072.13000000
13/07/55564,29088.42000000
09/04/55567,29211.06000000
03/01/55570,29770.42000000
29/09/55572,29581.99000000
26/06/55575,29455.75000000
22/03/55578,29426.03000000
16/12/55580,29430.17000000
12/09/55583,29303.84000000
08/06/55586,29430.93000000
04/03/55589,29200.00000000
29/11/55591,28730.51000000
25/08/55594,26623.41000000
21/05/55597,26054.00000000
15/02/55600,26100.01000000
11/11/55602,26189.99000000
07/08/55605,26126.92000000
03/05/55608,26056.00000000
28/01/55611,26432.72000000
24/10/55613,26180.05000000
20/07/55616,26060.01000000
16/04/55619,26017.37000000
10/01/55622,26101.77000000
06/10/55624,26120.00000000
03/07/55627,27716.34000000
29/03/55630,27299.99000000
23/12/55632,25940.78000000
19/09/55635,25805.05000000
15/06/55638,25869.51000000
11/03/55641,25971.21000000
06/12/55643,25826.02000000
01/09/55646,25792.10000000
28/05/55649,25759.95000000
22/02/55652,26255.00000000
18/11/55654,25910.50000000
14/08/55657,25901.61000000
10/05/55660,25841.61000000
04/02/55663,25162.52000000
31/10/55665,25840.10000000
27/07/55668,26222.00000000
23/04/55671,26522.73000000
17/01/55674,26600.00000000
13/10/55676,26559.67000000
10/07/55679,26527.51000000
05/04/55682,26762.51000000
30/12/55684,27210.26000000
26/09/55687,27125.00000000
22/06/55690,26568.08000000
18/03/55693,26580.14000000
13/12/55695,26575.96000000
08/09/55698,26248.38000000
05/06/55701,26304.81000000
01/03/55704,26221.67000000
26/11/55706,26372.99000000
22/08/55709,27021.39000000
18/05/55712,26906.96000000
12/02/55715,26962.56000000
08/11/55717,27992.57000000
04/08/55720,27494.51000000
01/05/55723,27426.46000000
25/01/55726,27778.57000000
21/10/55728,27410.39000000
18/07/55731,27931.09000000
13/04/55734,27956.67000000
07/01/55737,27917.05000000
04/10/55739,27590.12000000
30/06/55742,27390.12000000
26/03/55745,26875.52000000
21/12/55747,26759.63000000
16/09/55750,26862.00000000
12/06/55753,26852.48000000
08/03/55756,27154.15000000
03/12/55758,28500.78000000
29/08/55761,28395.91000000
25/05/55764,28320.00000000
19/02/55767,28713.71000000
15/11/55769,29669.04000000
11/08/55772,29909.80000000
08/05/55775,29992.46000000
01/02/55778,33069.99000000
28/10/55780,33922.73000000
25/07/55783,34496.05000000
20/04/55786,34151.66000000
14/01/55789,33892.02000000
11/10/55791,34081.00000000
07/07/55794,34525.89000000
02/04/55797,34474.73000000
28/12/55799,34639.77000000
24/09/55802,35421.43000000
20/06/55805,34941.59000000
16/03/55808,34716.78000000
11/12/55810,35062.07000000
06/09/55813,35011.88000000
02/06/55816,35046.09000000
27/02/55819,35399.12000000
23/11/55821,35624.72000000
19/08/55824,36701.09000000
16/05/55827,37301.63000000
09/02/55830,37130.00000000
05/11/55832,37064.13000000
02/08/55835,36462.93000000
28/04/55838,35551.19000000
22/01/55841,37858.20000000
19/10/55843,36163.51000000
15/07/55846,36613.92000000
10/04/55849,36568.10000000
05/01/55852,37359.86000000
01/10/55854,37448.78000000
27/06/55857,35741.65000000
23/03/55860,37408.34000000
18/12/55862,37294.28000000
13/09/55865,37713.57000000
09/06/55868,37780.67000000
06/03/55871,37447.43000000
30/11/55873,37242.70000000
26/08/55876,37818.87000000
23/05/55879,37854.64000000
16/02/55882,37723.96000000
12/11/55884,38682.52000000
09/08/55887,39450.35000000
05/05/55890,39972.26000000
29/01/55893,41991.10000000
26/10/55895,44073.32000000
22/07/55898,43762.69000000
18/04/55901,43273.14000000
13/01/55904,44170.99000000
09/10/55906,43713.60000000
05/07/55909,43789.51000000
31/03/55912,41253.40000000
26/12/55914,41492.39000000
21/09/55917,42869.03000000
17/06/55920,43022.26000000
14/03/55923,41940.30000000
08/12/55925,42278.03000000
03/09/55928,41374.65000000
31/05/55931,42657.80000000
24/02/55934,42275.99000000
20/11/55936,43668.93000000
17/08/55939,43861.80000000
13/05/55942,43969.04000000
06/02/55945,43702.16000000
03/11/55947,42991.50000000
30/07/55950,43576.13000000
25/04/55953,42508.93000000
20/01/55956,43428.85000000
16/10/55958,42563.76000000
12/07/55961,42066.95000000
07/04/55964,42140.28000000
02/01/55967,42283.58000000
28/09/55969,44179.55000000
24/06/55972,44946.91000000
21/03/55975,42845.23000000
15/12/55977,44151.10000000
10/09/55980,44145.11000000
07/06/55983,43968.32000000
03/03/55986,43929.02000000
27/11/55988,46951.04000000
24/08/55991,46110.00000000
20/05/55994,46653.99000000
13/02/55997,46339.16000000
10/11/55999,42782.73000000
06/08/56002,42847.99000000
02/05/56005,41732.35000000
27/01/56008,42511.10000000
23/10/56010,43137.95000000
19/07/56013,42776.10000000
14/04/56016,41327.50000000
09/01/56019,41659.03000000
05/10/56021,41696.04000000
01/07/56024,41580.33000000
28/03/56027,39568.02000000
22/12/56029,39897.60000000
17/09/56032,40084.88000000
14/06/56035,39961.09000000
10/03/56038,41823.51000000
04/12/56040,42120.63000000
31/08/56043,42031.06000000
27/05/56046,43302.70000000
20/02/56049,42941.10000000
17/11/56051,42580.00000000
13/08/56054,43082.94000000
09/05/56057,43200.00000000
03/02/56060,43011.09000000
30/10/56062,42582.88000000
26/07/56065,42708.70000000
21/04/56068,43098.95000000
16/01/56071,44349.60000000
12/10/56073,45288.65000000
08/07/56076,47132.77000000
04/04/56079,47751.09000000
29/12/56081,48299.99000000
24/09/56084,49917.27000000
21/06/56087,49699.59000000
17/03/56090,51795.17000000
11/12/56092,51880.00000000
07/09/56095,52124.11000000
03/06/56098,51642.64000000
28/02/56101,52137.67000000
25/11/56103,51774.73000000
21/08/56106,52258.82000000
17/05/56109,51849.39000000
11/02/56112,51288.42000000
07/11/56114,50744.15000000
03/08/56117,51568.22000000
29/04/56120,51728.85000000
24/01/56123,54476.47000000
20/10/56125,57037.34000000
16/07/56128,62432.10000000
12/04/56131,61130.98000000
06/01/56134,62387.90000000
02/10/56136,61811.62000000
